"REF_DATE","GEO","Educational.attainment.level","Age.group","Sex","UOM","VALUE"
2020,"Northwest Territories","Below upper secondary","45 to 64 years","Female","Percent",17
2020,"Northwest Territories","Below upper secondary","45 to 64 years","Male","Percent",21.5
2020,"Northwest Territories","Below upper secondary","Total, 25 to 64 years","Both sexes","Percent",8
2020,"Northwest Territories","Below upper secondary","Total, 25 to 64 years","Female","Percent",6.5
2020,"Northwest Territories","Below upper secondary","Total, 25 to 64 years","Male","Percent",10
2020,"Northwest Territories","Lower secondary","25 to 44 years","Both sexes","Percent",11
2020,"Northwest Territories","Lower secondary","25 to 44 years","Female","Percent",8.5
2020,"Northwest Territories","Lower secondary","25 to 44 years","Male","Percent",14.5
2020,"Northwest Territories","Lower secondary","45 to 64 years","Both sexes","Percent",13
2020,"Northwest Territories","Lower secondary","45 to 64 years","Female","Percent",11
2020,"Northwest Territories","Lower secondary","45 to 64 years","Male","Percent",14.5
2020,"Northwest Territories","Lower secondary","Total, 25 to 64 years","Both sexes","Percent",6
2020,"Northwest Territories","Lower secondary","Total, 25 to 64 years","Female","Percent",5
2020,"Northwest Territories","Lower secondary","Total, 25 to 64 years","Male","Percent",7.5
2020,"Northwest Territories","Master's or Doctoral level","25 to 44 years","Both sexes","Percent",8.5
2020,"Northwest Territories","Master's or Doctoral level","25 to 44 years","Female","Percent",NA
2020,"Northwest Territories","Master's or Doctoral level","25 to 44 years","Male","Percent",NA
2020,"Northwest Territories","Master's or Doctoral level","45 to 64 years","Both sexes","Percent",6.5
2020,"Northwest Territories","Master's or Doctoral level","45 to 64 years","Female","Percent",NA
2020,"Northwest Territories","Master's or Doctoral level","45 to 64 years","Male","Percent",NA
2020,"Northwest Territories","Master's or Doctoral level","Total, 25 to 64 years","Both sexes","Percent",4
2020,"Northwest Territories","Master's or Doctoral level","Total, 25 to 64 years","Female","Percent",4.5
2020,"Northwest Territories","Master's or Doctoral level","Total, 25 to 64 years","Male","Percent",3
2020,"Northwest Territories","Post-secondary non-tertiary education","25 to 44 years","Both sexes","Percent",9.5
2020,"Northwest Territories","Post-secondary non-tertiary education","25 to 44 years","Female","Percent",NA
2020,"Northwest Territories","Post-secondary non-tertiary education","25 to 44 years","Male","Percent",16
2020,"Northwest Territories","Post-secondary non-tertiary education","45 to 64 years","Both sexes","Percent",12
2020,"Northwest Territories","Post-secondary non-tertiary education","45 to 64 years","Female","Percent",NA
2020,"Northwest Territories","Post-secondary non-tertiary education","45 to 64 years","Male","Percent",19
2020,"Northwest Territories","Post-secondary non-tertiary education","Total, 25 to 64 years","Both sexes","Percent",5.5
2020,"Northwest Territories","Post-secondary non-tertiary education","Total, 25 to 64 years","Female","Percent",1.5
2020,"Northwest Territories","Post-secondary non-tertiary education","Total, 25 to 64 years","Male","Percent",9
2020,"Northwest Territories","Pre-primary and primary","25 to 44 years","Both sexes","Percent",NA
2020,"Northwest Territories","Pre-primary and primary","25 to 44 years","Female","Percent",NA
2020,"Northwest Territories","Pre-primary and primary","25 to 44 years","Male","Percent",NA
2020,"Northwest Territories","Pre-primary and primary","45 to 64 years","Both sexes","Percent",6.5
2020,"Northwest Territories","Pre-primary and primary","45 to 64 years","Female","Percent",NA
2020,"Northwest Territories","Pre-primary and primary","45 to 64 years","Male","Percent",NA
2020,"Northwest Territories","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",2
2020,"Northwest Territories","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",1.5
2020,"Northwest Territories","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",2.5
2020,"Northwest Territories","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",20.5
2020,"Northwest Territories","Short-cycle tertiary","25 to 44 years","Female","Percent",26.5
2020,"Northwest Territories","Short-cycle tertiary","25 to 44 years","Male","Percent",14.5
2020,"Northwest Territories","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",29
2020,"Northwest Territories","Short-cycle tertiary","45 to 64 years","Female","Percent",36
2020,"Northwest Territories","Short-cycle tertiary","45 to 64 years","Male","Percent",23
2020,"Northwest Territories","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",12.5
2020,"Northwest Territories","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",15.5
2020,"Northwest Territories","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",9.5
2020,"Northwest Territories","Tertiary education","25 to 44 years","Both sexes","Percent",50
2020,"Northwest Territories","Tertiary education","25 to 44 years","Female","Percent",61
2020,"Northwest Territories","Tertiary education","25 to 44 years","Male","Percent",40
2020,"Northwest Territories","Tertiary education","45 to 64 years","Both sexes","Percent",48
2020,"Northwest Territories","Tertiary education","45 to 64 years","Female","Percent",58.5
2020,"Northwest Territories","Tertiary education","45 to 64 years","Male","Percent",39
2020,"Northwest Territories","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",24.5
2020,"Northwest Territories","Tertiary education","Total, 25 to 64 years","Female","Percent",29.5
2020,"Northwest Territories","Tertiary education","Total, 25 to 64 years","Male","Percent",19.5
2020,"Northwest Territories","Total, all levels","25 to 44 years","Both sexes","Percent",100
2020,"Northwest Territories","Total, all levels","25 to 44 years","Female","Percent",100
2020,"Northwest Territories","Total, all levels","25 to 44 years","Male","Percent",100
2020,"Northwest Territories","Total, all levels","45 to 64 years","Both sexes","Percent",100
2020,"Northwest Territories","Total, all levels","45 to 64 years","Female","Percent",100
2020,"Northwest Territories","Total, all levels","45 to 64 years","Male","Percent",100
2020,"Northwest Territories","Total, all levels","Total, 25 to 64 years","Both sexes","Percent",50
2020,"Northwest Territories","Total, all levels","Total, 25 to 64 years","Female","Percent",50
2020,"Northwest Territories","Total, all levels","Total, 25 to 64 years","Male","Percent",50
2020,"Northwest Territories","Upper secondary","25 to 44 years","Both sexes","Percent",27
2020,"Northwest Territories","Upper secondary","25 to 44 years","Female","Percent",28
2020,"Northwest Territories","Upper secondary","25 to 44 years","Male","Percent",26.5
2020,"Northwest Territories","Upper secondary","45 to 64 years","Both sexes","Percent",20.5
2020,"Northwest Territories","Upper secondary","45 to 64 years","Female","Percent",21
2020,"Northwest Territories","Upper secondary","45 to 64 years","Male","Percent",20.5
2020,"Northwest Territories","Upper secondary","Total, 25 to 64 years","Both sexes","Percent",12
2020,"Northwest Territories","Upper secondary","Total, 25 to 64 years","Female","Percent",12
2020,"Northwest Territories","Upper secondary","Total, 25 to 64 years","Male","Percent",12
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","25 to 44 years","Both sexes","Percent",36.5
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","25 to 44 years","Female","Percent",29.5
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","25 to 44 years","Male","Percent",42.5
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","45 to 64 years","Both sexes","Percent",32.5
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","45 to 64 years","Female","Percent",25
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","45 to 64 years","Male","Percent",40
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes","Percent",17.5
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female","Percent",14
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male","Percent",20.5
2020,"Northwest Territories","Upper secondary or above","25 to 44 years","Both sexes","Percent",86.5
2020,"Northwest Territories","Upper secondary or above","25 to 44 years","Female","Percent",90.5
2020,"Northwest Territories","Upper secondary or above","25 to 44 years","Male","Percent",82
2020,"Northwest Territories","Upper secondary or above","45 to 64 years","Both sexes","Percent",81
2020,"Northwest Territories","Upper secondary or above","45 to 64 years","Female","Percent",83
2020,"Northwest Territories","Upper secondary or above","45 to 64 years","Male","Percent",78.5
2020,"Northwest Territories","Upper secondary or above","Total, 25 to 64 years","Both sexes","Percent",42
2020,"Northwest Territories","Upper secondary or above","Total, 25 to 64 years","Female","Percent",43.5
2020,"Northwest Territories","Upper secondary or above","Total, 25 to 64 years","Male","Percent",40
2020,"Nova Scotia","Bachelor's level","25 to 44 years","Both sexes","Percent",24
2020,"Nova Scotia","Bachelor's level","25 to 44 years","Female","Percent",28
2020,"Nova Scotia","Bachelor's level","25 to 44 years","Male","Percent",19.5
2020,"Nova Scotia","Bachelor's level","45 to 64 years","Both sexes","Percent",15.5
2020,"Nova Scotia","Bachelor's level","45 to 64 years","Female","Percent",18
2020,"Nova Scotia","Bachelor's level","45 to 64 years","Male","Percent",13.5
2020,"Nova Scotia","Bachelor's level","Total, 25 to 64 years","Both sexes","Percent",9.5
2020,"Nova Scotia","Bachelor's level","Total, 25 to 64 years","Female","Percent",11
2020,"Nova Scotia","Bachelor's level","Total, 25 to 64 years","Male","Percent",8
2020,"Nova Scotia","Below upper secondary","25 to 44 years","Both sexes","Percent",4.5
2020,"Nova Scotia","Below upper secondary","25 to 44 years","Female","Percent",3
2020,"Nova Scotia","Below upper secondary","25 to 44 years","Male","Percent",5.5
2020,"Nova Scotia","Below upper secondary","45 to 64 years","Both sexes","Percent",11
2020,"Nova Scotia","Below upper secondary","45 to 64 years","Female","Percent",8.5
2020,"Nova Scotia","Below upper secondary","45 to 64 years","Male","Percent",13.5
2020,"Nova Scotia","Below upper secondary","Total, 25 to 64 years","Both sexes","Percent",4
2020,"Nova Scotia","Below upper secondary","Total, 25 to 64 years","Female","Percent",3
2020,"Nova Scotia","Below upper secondary","Total, 25 to 64 years","Male","Percent",5
2020,"Nova Scotia","Lower secondary","25 to 44 years","Both sexes","Percent",4
2020,"Nova Scotia","Lower secondary","25 to 44 years","Female","Percent",2.5
2020,"Nova Scotia","Lower secondary","25 to 44 years","Male","Percent",5
2020,"Nova Scotia","Lower secondary","45 to 64 years","Both sexes","Percent",8
2020,"Nova Scotia","Lower secondary","45 to 64 years","Female","Percent",7
2020,"Nova Scotia","Lower secondary","45 to 64 years","Male","Percent",10
2020,"Nova Scotia","Lower secondary","Total, 25 to 64 years","Both sexes","Percent",3
2020,"Nova Scotia","Lower secondary","Total, 25 to 64 years","Female","Percent",2.5
2020,"Nova Scotia","Lower secondary","Total, 25 to 64 years","Male","Percent",4
2020,"Nova Scotia","Master's or Doctoral level","25 to 44 years","Both sexes","Percent",13
2020,"Nova Scotia","Master's or Doctoral level","25 to 44 years","Female","Percent",15
2020,"Nova Scotia","Master's or Doctoral level","25 to 44 years","Male","Percent",11
2020,"Nova Scotia","Master's or Doctoral level","45 to 64 years","Both sexes","Percent",10
2020,"Nova Scotia","Master's or Doctoral level","45 to 64 years","Female","Percent",11
2020,"Nova Scotia","Master's or Doctoral level","45 to 64 years","Male","Percent",8.5
2020,"Nova Scotia","Master's or Doctoral level","Total, 25 to 64 years","Both sexes","Percent",5.5
2020,"Nova Scotia","Master's or Doctoral level","Total, 25 to 64 years","Female","Percent",6.5
2020,"Nova Scotia","Master's or Doctoral level","Total, 25 to 64 years","Male","Percent",4.5
2020,"Nova Scotia","Post-secondary non-tertiary education","25 to 44 years","Both sexes","Percent",8
2020,"Nova Scotia","Post-secondary non-tertiary education","25 to 44 years","Female","Percent",5
2020,"Nova Scotia","Post-secondary non-tertiary education","25 to 44 years","Male","Percent",11.5
2020,"Nova Scotia","Post-secondary non-tertiary education","45 to 64 years","Both sexes","Percent",14.5
2020,"Nova Scotia","Post-secondary non-tertiary education","45 to 64 years","Female","Percent",9.5
2020,"Nova Scotia","Post-secondary non-tertiary education","45 to 64 years","Male","Percent",19.5
2020,"Nova Scotia","Post-secondary non-tertiary education","Total, 25 to 64 years","Both sexes","Percent",6
2020,"Nova Scotia","Post-secondary non-tertiary education","Total, 25 to 64 years","Female","Percent",3.5
2020,"Nova Scotia","Post-secondary non-tertiary education","Total, 25 to 64 years","Male","Percent",8
2020,"Nova Scotia","Pre-primary and primary","25 to 44 years","Both sexes","Percent",NA
2020,"Nova Scotia","Pre-primary and primary","25 to 44 years","Female","Percent",NA
2020,"Nova Scotia","Pre-primary and primary","25 to 44 years","Male","Percent",NA
2020,"Nova Scotia","Pre-primary and primary","45 to 64 years","Both sexes","Percent",2.5
2020,"Nova Scotia","Pre-primary and primary","45 to 64 years","Female","Percent",1.5
2020,"Nova Scotia","Pre-primary and primary","45 to 64 years","Male","Percent",3.5
2020,"Nova Scotia","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",1
2020,"Nova Scotia","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",0.5
2020,"Nova Scotia","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",1
2020,"Nova Scotia","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",27.5
2020,"Nova Scotia","Short-cycle tertiary","25 to 44 years","Female","Percent",29.5
2020,"Nova Scotia","Short-cycle tertiary","25 to 44 years","Male","Percent",25.5
2020,"Nova Scotia","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",26.5
2020,"Nova Scotia","Short-cycle tertiary","45 to 64 years","Female","Percent",31
2020,"Nova Scotia","Short-cycle tertiary","45 to 64 years","Male","Percent",22
2020,"Nova Scotia","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",13.5
2020,"Nova Scotia","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",15
2020,"Nova Scotia","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",11.5
2020,"Nova Scotia","Tertiary education","25 to 44 years","Both sexes","Percent",65
2020,"Nova Scotia","Tertiary education","25 to 44 years","Female","Percent",73
2020,"Nova Scotia","Tertiary education","25 to 44 years","Male","Percent",56.5
2020,"Nova Scotia","Tertiary education","45 to 64 years","Both sexes","Percent",52
2020,"Nova Scotia","Tertiary education","45 to 64 years","Female","Percent",60.5
2020,"Nova Scotia","Tertiary education","45 to 64 years","Male","Percent",43.5
2020,"Nova Scotia","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",29
2020,"Nova Scotia","Tertiary education","Total, 25 to 64 years","Female","Percent",33
2020,"Nova Scotia","Tertiary education","Total, 25 to 64 years","Male","Percent",24.5
2020,"Nova Scotia","Total, all levels","25 to 44 years","Both sexes","Percent",100
2020,"Nova Scotia","Total, all levels","25 to 44 years","Female","Percent",100
2020,"Nova Scotia","Total, all levels","25 to 44 years","Male","Percent",100
2020,"Nova Scotia","Total, all levels","45 to 64 years","Both sexes","Percent",100
2020,"Nova Scotia","Total, all levels","45 to 64 years","Female","Percent",100
2020,"Nova Scotia","Total, all levels","45 to 64 years","Male","Percent",100
2020,"Nova Scotia","Total, all levels","Total, 25 to 64 years","Both sexes","Percent",50
2020,"Nova Scotia","Total, all levels","Total, 25 to 64 years","Female","Percent",50
2020,"Nova Scotia","Total, all levels","Total, 25 to 64 years","Male","Percent",50
2020,"Nova Scotia","Upper secondary","25 to 44 years","Both sexes","Percent",23
2020,"Nova Scotia","Upper secondary","25 to 44 years","Female","Percent",19.5
2020,"Nova Scotia","Upper secondary","25 to 44 years","Male","Percent",26
2020,"Nova Scotia","Upper secondary","45 to 64 years","Both sexes","Percent",22.5
2020,"Nova Scotia","Upper secondary","45 to 64 years","Female","Percent",22
2020,"Nova Scotia","Upper secondary","45 to 64 years","Male","Percent",23
2020,"Nova Scotia","Upper secondary","Total, 25 to 64 years","Both sexes","Percent",11.5
2020,"Nova Scotia","Upper secondary","Total, 25 to 64 years","Female","Percent",10.5
2020,"Nova Scotia","Upper secondary","Total, 25 to 64 years","Male","Percent",12
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","25 to 44 years","Both sexes","Percent",30.5
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","25 to 44 years","Female","Percent",24
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","25 to 44 years","Male","Percent",38
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","45 to 64 years","Both sexes","Percent",37
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","45 to 64 years","Female","Percent",31.5
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","45 to 64 years","Male","Percent",42.5
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes","Percent",17
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female","Percent",14
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male","Percent",20.5
2020,"Nova Scotia","Upper secondary or above","25 to 44 years","Both sexes","Percent",95.5
2020,"Nova Scotia","Upper secondary or above","25 to 44 years","Female","Percent",97
2020,"Nova Scotia","Upper secondary or above","25 to 44 years","Male","Percent",94.5
2020,"Nova Scotia","Upper secondary or above","45 to 64 years","Both sexes","Percent",89
2020,"Nova Scotia","Upper secondary or above","45 to 64 years","Female","Percent",91.5
2020,"Nova Scotia","Upper secondary or above","45 to 64 years","Male","Percent",86.5
2020,"Nova Scotia","Upper secondary or above","Total, 25 to 64 years","Both sexes","Percent",46
2020,"Nova Scotia","Upper secondary or above","Total, 25 to 64 years","Female","Percent",47
2020,"Nova Scotia","Upper secondary or above","Total, 25 to 64 years","Male","Percent",45
2020,"Nunavut","Bachelor's level","25 to 44 years","Both sexes","Percent",10
2020,"Nunavut","Bachelor's level","25 to 44 years","Female","Percent",13
2020,"Nunavut","Bachelor's level","25 to 44 years","Male","Percent",NA
2020,"Nunavut","Bachelor's level","45 to 64 years","Both sexes","Percent",NA
2020,"Nunavut","Bachelor's level","45 to 64 years","Female","Percent",NA
2020,"Nunavut","Bachelor's level","45 to 64 years","Male","Percent",NA
2020,"Nunavut","Bachelor's level","Total, 25 to 64 years","Both sexes","Percent",4.5
2020,"Nunavut","Bachelor's level","Total, 25 to 64 years","Female","Percent",6
2020,"Nunavut","Bachelor's level","Total, 25 to 64 years","Male","Percent",3
2020,"Nunavut","Below upper secondary","25 to 44 years","Both sexes","Percent",35
2020,"Nunavut","Below upper secondary","25 to 44 years","Female","Percent",33.5
2020,"Nunavut","Below upper secondary","25 to 44 years","Male","Percent",37.5
2020,"Nunavut","Below upper secondary","45 to 64 years","Both sexes","Percent",40
2020,"Nunavut","Below upper secondary","45 to 64 years","Female","Percent",38
2020,"Nunavut","Below upper secondary","45 to 64 years","Male","Percent",42
2020,"Nunavut","Below upper secondary","Total, 25 to 64 years","Both sexes","Percent",18.5
2020,"Nunavut","Below upper secondary","Total, 25 to 64 years","Female","Percent",17.5
2020,"Nunavut","Below upper secondary","Total, 25 to 64 years","Male","Percent",19.5
2020,"Nunavut","Lower secondary","25 to 44 years","Both sexes","Percent",28.5
2020,"Nunavut","Lower secondary","25 to 44 years","Female","Percent",26.5
2020,"Nunavut","Lower secondary","25 to 44 years","Male","Percent",31
2020,"Nunavut","Lower secondary","45 to 64 years","Both sexes","Percent",19
2020,"Nunavut","Lower secondary","45 to 64 years","Female","Percent",NA
2020,"Nunavut","Lower secondary","45 to 64 years","Male","Percent",22.5
2020,"Nunavut","Lower secondary","Total, 25 to 64 years","Both sexes","Percent",12.5
2020,"Nunavut","Lower secondary","Total, 25 to 64 years","Female","Percent",11
2020,"Nunavut","Lower secondary","Total, 25 to 64 years","Male","Percent",13.5
2020,"Nunavut","Master's or Doctoral level","25 to 44 years","Both sexes","Percent",7
2020,"Nunavut","Master's or Doctoral level","25 to 44 years","Female","Percent",NA
2020,"Nunavut","Master's or Doctoral level","25 to 44 years","Male","Percent",NA
2020,"Nunavut","Master's or Doctoral level","45 to 64 years","Both sexes","Percent",NA
2020,"Nunavut","Master's or Doctoral level","45 to 64 years","Female","Percent",NA
2020,"Nunavut","Master's or Doctoral level","45 to 64 years","Male","Percent",NA
2020,"Nunavut","Master's or Doctoral level","Total, 25 to 64 years","Both sexes","Percent",3.5
2020,"Nunavut","Master's or Doctoral level","Total, 25 to 64 years","Female","Percent",4
2020,"Nunavut","Master's or Doctoral level","Total, 25 to 64 years","Male","Percent",3
2020,"Nunavut","Post-secondary non-tertiary education","25 to 44 years","Both sexes","Percent",7.5
2020,"Nunavut","Post-secondary non-tertiary education","25 to 44 years","Female","Percent",NA
2020,"Nunavut","Post-secondary non-tertiary education","25 to 44 years","Male","Percent",12.5
2020,"Nunavut","Post-secondary non-tertiary education","45 to 64 years","Both sexes","Percent",11.5
2020,"Nunavut","Post-secondary non-tertiary education","45 to 64 years","Female","Percent",NA
2020,"Nunavut","Post-secondary non-tertiary education","45 to 64 years","Male","Percent",19
2020,"Nunavut","Post-secondary non-tertiary education","Total, 25 to 64 years","Both sexes","Percent",4.5
2020,"Nunavut","Post-secondary non-tertiary education","Total, 25 to 64 years","Female","Percent",1.5
2020,"Nunavut","Post-secondary non-tertiary education","Total, 25 to 64 years","Male","Percent",7.5
2020,"Nunavut","Pre-primary and primary","25 to 44 years","Both sexes","Percent",6.5
2020,"Nunavut","Pre-primary and primary","25 to 44 years","Female","Percent",NA
2020,"Nunavut","Pre-primary and primary","25 to 44 years","Male","Percent",NA
2020,"Nunavut","Pre-primary and primary","45 to 64 years","Both sexes","Percent",21.5
2020,"Nunavut","Pre-primary and primary","45 to 64 years","Female","Percent",23.5
2020,"Nunavut","Pre-primary and primary","45 to 64 years","Male","Percent",19
2020,"Nunavut","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",6
2020,"Nunavut","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",6
2020,"Nunavut","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",5.5
2020,"Nunavut","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",22
2020,"Nunavut","Short-cycle tertiary","25 to 44 years","Female","Percent",27.5
2020,"Nunavut","Short-cycle tertiary","25 to 44 years","Male","Percent",16.5
2020,"Nunavut","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",25
2020,"Nunavut","Short-cycle tertiary","45 to 64 years","Female","Percent",31.5
2020,"Nunavut","Short-cycle tertiary","45 to 64 years","Male","Percent",19.5
2020,"Nunavut","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",11.5
2020,"Nunavut","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",14
2020,"Nunavut","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",9
2020,"Nunavut","Tertiary education","25 to 44 years","Both sexes","Percent",39
2020,"Nunavut","Tertiary education","25 to 44 years","Female","Percent",47.5
2020,"Nunavut","Tertiary education","25 to 44 years","Male","Percent",30
2020,"Nunavut","Tertiary education","45 to 64 years","Both sexes","Percent",37.5
2020,"Nunavut","Tertiary education","45 to 64 years","Female","Percent",47
2020,"Nunavut","Tertiary education","45 to 64 years","Male","Percent",29
2020,"Nunavut","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",19.5
2020,"Nunavut","Tertiary education","Total, 25 to 64 years","Female","Percent",24
2020,"Nunavut","Tertiary education","Total, 25 to 64 years","Male","Percent",15
2020,"Nunavut","Total, all levels","25 to 44 years","Both sexes","Percent",100
2020,"Nunavut","Total, all levels","25 to 44 years","Female","Percent",100
2020,"Nunavut","Total, all levels","25 to 44 years","Male","Percent",100
2020,"Nunavut","Total, all levels","45 to 64 years","Both sexes","Percent",100
2020,"Nunavut","Total, all levels","45 to 64 years","Female","Percent",100
2020,"Nunavut","Total, all levels","45 to 64 years","Male","Percent",100
2020,"Nunavut","Total, all levels","Total, 25 to 64 years","Both sexes","Percent",50
2020,"Nunavut","Total, all levels","Total, 25 to 64 years","Female","Percent",50
2020,"Nunavut","Total, all levels","Total, 25 to 64 years","Male","Percent",50
2020,"Nunavut","Upper secondary","25 to 44 years","Both sexes","Percent",18
2020,"Nunavut","Upper secondary","25 to 44 years","Female","Percent",16
2020,"Nunavut","Upper secondary","25 to 44 years","Male","Percent",19.5
2020,"Nunavut","Upper secondary","45 to 64 years","Both sexes","Percent",10.5
2020,"Nunavut","Upper secondary","45 to 64 years","Female","Percent",NA
2020,"Nunavut","Upper secondary","45 to 64 years","Male","Percent",NA
2020,"Nunavut","Upper secondary","Total, 25 to 64 years","Both sexes","Percent",7.5
2020,"Nunavut","Upper secondary","Total, 25 to 64 years","Female","Percent",7
2020,"Nunavut","Upper secondary","Total, 25 to 64 years","Male","Percent",8
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","25 to 44 years","Both sexes","Percent",25.5
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","25 to 44 years","Female","Percent",19
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","25 to 44 years","Male","Percent",32.5
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","45 to 64 years","Both sexes","Percent",22.5
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","45 to 64 years","Female","Percent",NA
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","45 to 64 years","Male","Percent",29.5
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes","Percent",12.5
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female","Percent",9
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male","Percent",15.5
2020,"Nunavut","Upper secondary or above","25 to 44 years","Both sexes","Percent",65
2020,"Nunavut","Upper secondary or above","25 to 44 years","Female","Percent",66.5
2020,"Nunavut","Upper secondary or above","25 to 44 years","Male","Percent",62.5
2020,"Nunavut","Upper secondary or above","45 to 64 years","Both sexes","Percent",60
2020,"Nunavut","Upper secondary or above","45 to 64 years","Female","Percent",62
2020,"Nunavut","Upper secondary or above","45 to 64 years","Male","Percent",58
2020,"Nunavut","Upper secondary or above","Total, 25 to 64 years","Both sexes","Percent",31.5
2020,"Nunavut","Upper secondary or above","Total, 25 to 64 years","Female","Percent",32.5
2020,"Nunavut","Upper secondary or above","Total, 25 to 64 years","Male","Percent",30.5
2020,"Ontario","Bachelor's level","25 to 44 years","Both sexes","Percent",29.5
2020,"Ontario","Bachelor's level","25 to 44 years","Female","Percent",33.5
2020,"Ontario","Bachelor's level","25 to 44 years","Male","Percent",25
2020,"Ontario","Bachelor's level","45 to 64 years","Both sexes","Percent",21.5
2020,"Ontario","Bachelor's level","45 to 64 years","Female","Percent",22.5
2020,"Ontario","Bachelor's level","45 to 64 years","Male","Percent",20.5
2020,"Ontario","Bachelor's level","Total, 25 to 64 years","Both sexes","Percent",12.5
2020,"Ontario","Bachelor's level","Total, 25 to 64 years","Female","Percent",14
2020,"Ontario","Bachelor's level","Total, 25 to 64 years","Male","Percent",11.5
2020,"Ontario","Below upper secondary","25 to 44 years","Both sexes","Percent",4.5
2020,"Ontario","Below upper secondary","25 to 44 years","Female","Percent",3.5
2020,"Ontario","Below upper secondary","25 to 44 years","Male","Percent",5.5
2020,"Ontario","Below upper secondary","45 to 64 years","Both sexes","Percent",8
2020,"Ontario","Below upper secondary","45 to 64 years","Female","Percent",7.5
2020,"Ontario","Below upper secondary","45 to 64 years","Male","Percent",8.5
2020,"Ontario","Below upper secondary","Total, 25 to 64 years","Both sexes","Percent",3
2020,"Ontario","Below upper secondary","Total, 25 to 64 years","Female","Percent",3
2020,"Ontario","Below upper secondary","Total, 25 to 64 years","Male","Percent",3.5
2020,"Ontario","Lower secondary","25 to 44 years","Both sexes","Percent",4
2020,"Ontario","Lower secondary","25 to 44 years","Female","Percent",2.5
2020,"Ontario","Lower secondary","25 to 44 years","Male","Percent",5
2020,"Ontario","Lower secondary","45 to 64 years","Both sexes","Percent",5.5
2020,"Ontario","Lower secondary","45 to 64 years","Female","Percent",5
2020,"Ontario","Lower secondary","45 to 64 years","Male","Percent",6.5
2020,"Ontario","Lower secondary","Total, 25 to 64 years","Both sexes","Percent",2.5
2020,"Ontario","Lower secondary","Total, 25 to 64 years","Female","Percent",2
2020,"Ontario","Lower secondary","Total, 25 to 64 years","Male","Percent",2.5
2020,"Ontario","Master's or Doctoral level","25 to 44 years","Both sexes","Percent",14
