"REF_DATE","GEO","Persons.in.low.income","Low.income.lines","Statistics","UOM","SCALAR_FACTOR","VALUE","STATUS"
2018,"Quebec","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.9,"D"
2018,"Quebec","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.1,"D"
2018,"Quebec","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.6,"D"
2018,"Quebec","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",9.1,"D"
2018,"Quebec","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",37.2,"D"
2018,"Quebec","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"Quebec","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.9,"C"
2018,"Quebec","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.4,"C"
2018,"Quebec","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.3,"C"
2018,"Quebec","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",33.3,"B"
2018,"Quebec","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.2,"C"
2018,"Quebec","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",37.5,"C"
2018,"Quebec","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",44.7,"C"
2018,"Quebec","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",43,"C"
2018,"Quebec","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",45.6,"C"
2018,"Quebec","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.7,"C"
2018,"Quebec","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.2,"C"
2018,"Quebec","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",31.3,"C"
2018,"Ontario","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",12.5,"B"
2018,"Ontario","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.2,"C"
2018,"Ontario","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.4,"C"
2018,"Ontario","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",11.9,"C"
2018,"Ontario","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",12,"C"
2018,"Ontario","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.2,"D"
2018,"Ontario","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11.9,"C"
2018,"Ontario","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",9.7,"D"
2018,"Ontario","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",12.9,"B"
2018,"Ontario","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.1,"D"
2018,"Ontario","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"C"
2018,"Ontario","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",13.7,"C"
2018,"Ontario","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.4,"C"
2018,"Ontario","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9,"C"
2018,"Ontario","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.7,"C"
2018,"Ontario","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.5,"D"
2018,"Ontario","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.6,"D"
2018,"Ontario","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.4,"D"
2018,"Ontario","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13,"C"
2018,"Ontario","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",9.1,"D"
2018,"Ontario","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",37.8,"D"
2018,"Ontario","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",16,"E"
2018,"Ontario","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.9,"C"
2018,"Ontario","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.9,"C"
2018,"Ontario","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.9,"C"
2018,"Ontario","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.5,"C"
2018,"Ontario","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.8,"C"
2018,"Ontario","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.3,"C"
2018,"Ontario","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.3,"C"
2018,"Ontario","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",24.4,"D"
2018,"Ontario","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.9,"C"
2018,"Ontario","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.5,"C"
2018,"Ontario","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30,"D"
2018,"Ontario","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",31.3,"D"
2018,"Prairie provinces","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",9.4,"C"
2018,"Prairie provinces","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",10.7,"D"
2018,"Prairie provinces","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",9,"C"
2018,"Prairie provinces","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",9.1,"C"
2018,"Prairie provinces","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",9,"C"
2018,"Prairie provinces","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11,"D"
2018,"Prairie provinces","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",8.6,"C"
2018,"Prairie provinces","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",7.4,"D"
2018,"Prairie provinces","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",9.8,"C"
2018,"Prairie provinces","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",10.4,"D"
2018,"Prairie provinces","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",9.5,"C"
2018,"Prairie provinces","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",10.6,"C"
2018,"Prairie provinces","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.7,"C"
2018,"Prairie provinces","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.4,"C"
2018,"Prairie provinces","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.9,"C"
2018,"Prairie provinces","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5,"D"
2018,"Prairie provinces","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",4.5,"D"
2018,"Prairie provinces","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.5,"D"
2018,"Prairie provinces","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.7,"D"
2018,"Prairie provinces","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",8.5,"D"
2018,"Prairie provinces","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",35.7,"D"
2018,"Prairie provinces","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.9,"E"
2018,"Prairie provinces","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.9,"C"
2018,"Prairie provinces","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.4,"C"
2018,"Prairie provinces","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.3,"C"
2018,"Prairie provinces","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",19.4,"C"
2018,"Prairie provinces","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",17.4,"C"
2018,"Prairie provinces","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",21.7,"C"
2018,"Prairie provinces","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",20,"C"
2018,"Prairie provinces","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",19.4,"D"
2018,"Prairie provinces","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",20.3,"D"
2018,"Prairie provinces","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",19.3,"C"
2018,"Prairie provinces","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",17,"D"
2018,"Prairie provinces","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",22.5,"D"
2018,"Manitoba","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",13.9,"C"
2018,"Manitoba","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",18.4,"D"
2018,"Manitoba","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.1,"C"
2018,"Manitoba","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",15.1,"D"
2018,"Manitoba","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",13,"C"
2018,"Manitoba","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",19,"D"
2018,"Manitoba","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11.4,"C"
2018,"Manitoba","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",10.7,"D"
2018,"Manitoba","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",14.9,"C"
2018,"Manitoba","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",17.8,"D"
2018,"Manitoba","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"C"
2018,"Manitoba","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",18.9,"D"
2018,"Manitoba","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.8,"C"
2018,"Manitoba","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.3,"C"
2018,"Manitoba","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.3,"C"
2018,"Manitoba","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.6,"E"
2018,"Manitoba","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.3,"E"
2018,"Manitoba","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9,"E"
2018,"Manitoba","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",18.5,"D"
2018,"Manitoba","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",14.5,"D"
2018,"Manitoba","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",49.8,"D"
2018,"Manitoba","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",16.5,"E"
2018,"Manitoba","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.9,"C"
2018,"Manitoba","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9,"D"
2018,"Manitoba","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.7,"C"
2018,"Manitoba","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",26.1,"C"
2018,"Manitoba","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",22.3,"D"
2018,"Manitoba","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30,"D"
2018,"Manitoba","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",33.4,"C"
2018,"Manitoba","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.9,"D"
2018,"Manitoba","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",36.1,"D"
2018,"Manitoba","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",22.9,"C"
2018,"Manitoba","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",21,"D"
2018,"Manitoba","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.7,"D"
2018,"Saskatchewan","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",12.9,"C"
2018,"Saskatchewan","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.5,"D"
2018,"Saskatchewan","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.1,"C"
2018,"Saskatchewan","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",13.5,"D"
2018,"Saskatchewan","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",12,"C"
2018,"Saskatchewan","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.3,"D"
2018,"Saskatchewan","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11.8,"C"
2018,"Saskatchewan","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",11,"D"
2018,"Saskatchewan","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",13.8,"C"
2018,"Saskatchewan","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.7,"D"
2018,"Saskatchewan","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.5,"C"
2018,"Saskatchewan","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",15.7,"D"
2018,"Saskatchewan","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.2,"D"
2018,"Saskatchewan","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.3,"D"
2018,"Saskatchewan","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.1,"D"
2018,"Saskatchewan","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7,"E"
2018,"Saskatchewan","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.6,"E"
2018,"Saskatchewan","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.5,"E"
2018,"Saskatchewan","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",14.5,"D"
2018,"Saskatchewan","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",10.4,"D"
2018,"Saskatchewan","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",52.5,"D"
2018,"Saskatchewan","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"Saskatchewan","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.9,"D"
2018,"Saskatchewan","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8,"D"
2018,"Saskatchewan","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.7,"D"
2018,"Saskatchewan","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.8,"C"
2018,"Saskatchewan","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",26.3,"D"
2018,"Saskatchewan","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.3,"C"
2018,"Saskatchewan","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.3,"D"
2018,"Saskatchewan","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.6,"E"
2018,"Saskatchewan","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.2,"D"
2018,"Saskatchewan","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28,"C"
2018,"Saskatchewan","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",26.5,"D"
2018,"Saskatchewan","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.3,"D"
2018,"Alberta","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",7.1,"C"
2018,"Alberta","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",7.3,"E"
2018,"Alberta","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",7.4,"C"
2018,"Alberta","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",5.5,"D"
2018,"Alberta","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",7,"D"
2018,"Alberta","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",8,"E"
2018,"Alberta","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",7,"D"
2018,"Alberta","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",5,"E"
2018,"Alberta","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",7.3,"D"
2018,"Alberta","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",6.7,"E"
2018,"Alberta","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",7.7,"D"
2018,"Alberta","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",5.9,"E"
2018,"Alberta","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.8,"D"
2018,"Alberta","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.8,"D"
2018,"Alberta","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.8,"D"
2018,"Alberta","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",3.5,"E"
2018,"Alberta","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",3.3,"E"
2018,"Alberta","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",3.7,"E"
2018,"Alberta","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.3,"E"
2018,"Alberta","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",6.4,"E"
2018,"Alberta","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",23.5,"E"
2018,"Alberta","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"Alberta","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.5,"D"
2018,"Alberta","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.3,"D"
2018,"Alberta","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.7,"D"
2018,"Alberta","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",15.1,"D"
2018,"Alberta","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",13.6,"D"
2018,"Alberta","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",16.8,"D"
2018,"Alberta","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",11.4,"E"
2018,"Alberta","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",13.1,"E"
2018,"Alberta","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",10.5,"E"
2018,"Alberta","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",16.1,"D"
2018,"Alberta","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",13.6,"D"
2018,"Alberta","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",19.8,"D"
2018,"British Columbia","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",11.8,"C"
2018,"British Columbia","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",9.2,"D"
2018,"British Columbia","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11.9,"C"
2018,"British Columbia","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",14,"C"
2018,"British Columbia","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",12,"C"
2018,"British Columbia","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11.1,"E"
2018,"British Columbia","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.4,"C"
2018,"British Columbia","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",11.7,"D"
2018,"British Columbia","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",11.6,"C"
2018,"British Columbia","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",7.1,"E"
2018,"British Columbia","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11.4,"D"
2018,"British Columbia","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",16.1,"D"
2018,"British Columbia","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.2,"D"
2018,"British Columbia","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.7,"D"
2018,"British Columbia","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.7,"D"
2018,"British Columbia","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6,"E"
2018,"British Columbia","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.5,"E"
2018,"British Columbia","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.5,"E"
2018,"British Columbia","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.2,"D"
2018,"British Columbia","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",7.5,"E"
2018,"British Columbia","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",23.4,"E"
2018,"British Columbia","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"British Columbia","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.4,"D"
2018,"British Columbia","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.6,"D"
2018,"British Columbia","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.2,"D"
2018,"British Columbia","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.7,"C"
2018,"British Columbia","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",26.9,"D"
2018,"British Columbia","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.4,"D"
2018,"British Columbia","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",36.4,"C"
2018,"British Columbia","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",34.2,"D"
2018,"British Columbia","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",37.8,"D"
2018,"British Columbia","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",24.7,"D"
2018,"British Columbia","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.1,"D"
2018,"British Columbia","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",24.2,"D"
2018,"Québec, Quebec","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",11.6,"D"
2018,"Québec, Quebec","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",9.5,"E"
2018,"Québec, Quebec","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",10.5,"E"
2018,"Québec, Quebec","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",18.1,"E"
2018,"Québec, Quebec","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",11.5,"D"
2018,"Québec, Quebec","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12,"E"
2018,"Québec, Quebec","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",9.9,"E"
2018,"Québec, Quebec","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",18,"E"
2018,"Québec, Quebec","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",11.6,"D"
2018,"Québec, Quebec","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"Québec, Quebec","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11.2,"E"
2018,"Québec, Quebec","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",18.2,"E"
2018,"Québec, Quebec","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.4,"E"
2018,"Québec, Quebec","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.9,"E"
2018,"Québec, Quebec","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7,"E"
2018,"Québec, Quebec","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"Québec, Quebec","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"Québec, Quebec","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"Québec, Quebec","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.5,"E"
2018,"Québec, Quebec","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"Québec, Quebec","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"Québec, Quebec","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"Québec, Quebec","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.1,"E"
2018,"Québec, Quebec","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.5,"E"
2018,"Québec, Quebec","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.6,"E"
2018,"Québec, Quebec","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.8,"D"
2018,"Québec, Quebec","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.9,"E"
2018,"Québec, Quebec","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.8,"D"
2018,"Québec, Quebec","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",37.2,"D"
2018,"Québec, Quebec","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",45.3,"E"
